Title,Photographer,Studio Name,Studio Location,Original Creator,Date-EDTF,Date,Dates,Notes,Subjects,Location Depicted,Object Type,Physical Description,Negative Number,Digital Collection,Collection,Contributor,Repository,Ordering Information,Acquisition,Rights URI,Restrictions,Relation,Resource Identifier,Transmission Data,Type-DCMI,Institution,Photographer's Reference Number,Previous version of Title (6/2023),Previous version of Notes (6/2023),OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Gitksan totem pole, Kitwancool, British Columbia, 1910","Emmons, George Thornton",,,,1910,1910,1910,"View of totem poles in front of houses, including white house; pole in foreground has bird at top of pole, and figure with large painted nose at bottom. View of same poles in NA3472, NA3475, NA3482, NA3492    Note from unidentified source: Several poles at Gitksan village of Kitwancool, three in left background and one in center foreground belong to Weerhae",Gitksan Indians--Arts & crafts; Totem poles--British Columbia--Kitwancool; Gitksan Indians--Structures; Kitwancool (B.C.),Canada--British Columbia--Kitwancool,Photographs,,NA3488,American Indians of the Pacific Northwest Images,George Thornton Emmons Collection no. 131,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1427,Image/JPEG,StillImage,Special Collections,[18-174],,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1427,1427,NA3488.jpg,/loc/image/NA3488.jpg
"Gitksan totem pole, Kitwancool, British Columbia, 1910","Emmons, George Thornton",,,,1910,1910,1910,"View of totem pole set in back of large building; pole has large circle rimmed with figures cut out of bottom of pole. View of same pole in NA3472    Totem pole at Kitwancool belonging to Haidzemerks of the Wolf clan, called Hole-in-the-sky    More information about this location available in: Totem poles of the Gitksan / Marius Barbeau (p. 117-118)",Gitksan Indians--Arts & crafts; Totem poles--British Columbia--Kitwancool; Gitksan Indians--Structures; Kitwancool (B.C.),Canada--British Columbia--Kitwancool,photograph; image,,NA3491,American Indians of the Pacific Northwest Images,George Thornton Emmons Collection no. 131,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1428,Image/JPEG,StillImage,Special Collections,[18-177],,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1428,1428,NA3491.jpg,/loc/image/NA3491.jpg
"Gitksan totem poles and grave houses, Kitwancool, British Columbia, 1910","Emmons, George Thornton",,,,1910,1910,1910,"View of totem poles set in front of white house extending down slope, by grave houses. Views of same poles in NA3472, NA3475, NA3482, NA3488    Poles at Kitwancool owned by Kweenu, in center foreground is Ribs-of-the-frogs    More information about this location available in: Totem poles of the Gitksan / Marius Barbeau (p. 117-118)",Gitksan Indians--Arts & crafts; Totem poles--British Columbia--Kitwancool; Gitksan Indians--Structures; Tombs & sepulchral monuments--British Columbia; Kitwancool (B.C.),Canada--British Columbia--Kitwancool,Photographs,,NA3492,American Indians of the Pacific Northwest Images,George Thornton Emmons Collection no. 131,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1429,Image/JPEG,StillImage,Special Collections,[18-178],,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1429,1429,NA3492.jpg,/loc/image/NA3492.jpg
"Gitksan totem poles, Kitwancool, British Columbia, 1910","Emmons, George Thornton",,,,1910,1910,1910,"View of totem poles set in front of center houses. Views of same poles in NA3472, NA3475, NA3480, NA3503    Note from unidentified source: Group of poles at Kitwancool, two on left are Mountain-eagle and Split-person, belonging to Weerhae",Gitksan Indians--Arts & crafts; Totem poles--British Columbia--Kitwancool; Gitksan Indians--Structures; Kitwancool (B.C.),Canada--British Columbia--Kitwancool,photograph; image,,NA3498,American Indians of the Pacific Northwest Images,George Thornton Emmons Collection no. 131,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1430,Image/JPEG,StillImage,Special Collections,[18-187],,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1430,1430,NA3498.jpg,/loc/image/NA3498.jpg
"Gitksan totem poles and grave house, Kitwancool, British Columbia, 1910","Emmons, George Thornton",,,,1910,1910,1910,"View of totem poles set in front of houses in center extending down slope including grave houses. Views of same poles in NA3472, NA3475, NA3480, NA3498    More information about this location available in: Totem poles of the Gitksan / Marius Barbeau (p. 117-118)",Gitksan Indians--Arts & crafts; Totem poles--British Columbia--Kitwancool; Gitksan Indians--Structures; Tombs & sepulchral monuments--British Columbia; Kitwancool (B.C.),Canada--British Columbia--Kitwancool,Photographs,,NA3503,American Indians of the Pacific Northwest Images,George Thornton Emmons Collection no. 131,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1431,Image/JPEG,StillImage,Special Collections,[18-192],,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1431,1431,NA3503.jpg,/loc/image/NA3503.jpg
"Gitksan fish trap and baskets beside Skeena River, British Columbia, 1910","Emmons, George Thornton",,,,1910,1910,1910,"Fish trap extends across river, fish cages and baskets on bank next to trap.    Note from unidentified source: Fish trap and fish trap baskets on Skeena River near Kitwancool",Gitksan Indians--Subsistence activities; Fishing weirs--British Columbia--Skeena River; Fishing & hunting gear; Fishing--British Columbia--Skeena River; Skeena River (B.C.),Canada--British Columbia--Skeena River,Photographs,,NA3501,American Indians of the Pacific Northwest Images,George Thornton Emmons Collection no. 131,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1432,Image/JPEG,StillImage,Special Collections,[18-190],,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1432,1432,NA3501.jpg,/loc/image/NA3501.jpg
"Tlingit women and children in cedar canoes, Alaska (possibly Yakutat) ca. 1899","Hester, Wilhelm, 1872-1947",,United States--Washington (State)--Seattle,,1895/1905,ca. 1900,"1898, 1899","Eight canoes filled with women and children in foreground, waterfront village in background across water.    This photograph was probably taken during Hester's only trip to  Alaska between 1898 and 1899 when he did some gold mining in the Klondike.",Group portraits--Alaska; Tlingit Indians--Transportation; Tlingit Indians--Women; Tlingit Indians--Children; Canoes--Alaska,United States--Alaska,photograph; image,,NA2598,American Indians of the Pacific Northwest Images,Wilhelm Hester Collection no. 318,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1433,Image/JPEG,StillImage,Special Collections,[10037],,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1433,1433,NA2598.jpg,/loc/image/NA2598.jpg
"Tlingit known as Killisnoo Jake, Juneau, Alaska, ca. 1891","Landerkin, G. W.  Winter, Lloyd",,United States--Alaska--Juneau,,1896/1896,ca. 1891,"1890, 1891, 1892, 1893","Studio portrait of man in uniform, with epaulets, sword and feathered hat, ca. 1890-1893;  medals on left side of uniform, badge on right side of chest. Badge on uniform reads Chief of Police Killisnoo with 'Jake' in center. Painted backdrop behind him.    Caption on image: Killisnoo Jake    PH Coll 334. Landerkin & Winter.1",Killisnoo Jake; Portraits--Alaska--Juneau; Tlingit Indians--Clothing & dress,United States--Alaska,Photographs,,NA2612,American Indians of the Pacific Northwest Images,Early Photographers Collection. PH Coll 334,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1434,Image/JPEG,StillImage,Special Collections,U-1,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1434,1434,NA2612.jpg,/loc/image/NA2612.jpg
"Tlingit totem pole (from side) and houses, Ketchikan, Alaska, 1901","Sarvant, Henry Mason",,,,1901,1901,1901,"Painted Tlingit totem pole (bird at top, bear at bottom), standing near wooden walkways, Nov. 14, 1901. Behind and around the pole are several houses.     On mount: Nov. 14, 1901. Totem Ketchikan",Tlingit Indians--Arts & crafts; Totem poles--Alaska--Ketchikan; Ketchikan (Alaska),United States--Alaska--Ketchikan,photograph; image,,NA2617,American Indians of the Pacific Northwest Images,Henry Mason Sarvant Collection no. 35,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1435,Image/JPEG,StillImage,Special Collections,73B,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1435,1435,NA2617.jpg,/loc/image/NA2617.jpg
"Tlingit bear grave totem, Ketchikan, Alaska, 1901","Sarvant, Henry Mason",,,,1901,1901,1901,"Painted Tlingit grave totem, Nov 14, 1901. Sitting bear, with small snag of fabric in its teeth.     On mount: Nov. 14, 1901. Wooden bear, Indian graveyard, Ketchikan, by the grave of a woman that was killed by a bear; it has a piece of her dress and some of her hair in its mouth.",Tlingit Indians--Arts & crafts; Wood carvings--Alaska--Ketchikan; Tombs & sepulchral monuments--Alaska--Ketchikan; Ketchikan (Alaska),United States--Alaska--Ketchikan,photograph; image,,NA2618,American Indians of the Pacific Northwest Images,Henry Mason Sarvant Collection no. 35,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1436,Image/JPEG,StillImage,Special Collections,74A,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1436,1436,NA2618.jpg,/loc/image/NA2618.jpg
"Tlingit totem pole (from front) and houses, Ketchikan, Alaska, 1901","Sarvant, Henry Mason",,,,1901,1901,1901,"Painted Tlingit totem pole (bird at top, bear at bottom), seen from the front, Nov. 16, 1901. Behind and around the pole are several houses.     On verso of image: Ketchikan Nov. 16, 1901",Tlingit Indians--Arts & crafts; Totem poles--Alaska--Ketchikan; Ketchikan (Alaska),United States--Alaska--Ketchikan,photograph; image,,NA2620,American Indians of the Pacific Northwest Images,Henry Mason Sarvant Collection no. 35,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1437,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1437,1437,NA2620.jpg,/loc/image/NA2620.jpg
"Tlingit carvings and decorated skins in front of Martin's Old Curiosity Shop, Juneau, Alaska, ca. 1895",,,,,1895~,1895~,"1890, 1891, 1892, 1893, 1894, 1895, 1896, 1897, 1898, 1899, 1900","Stereoscopic view showing curio shop (Martin's Old Curiosity Shop) viewed from street; hanging outside wall are painted skin blankets, on front of shop among various tools are wood carvings. In one of two photographs a woman stands by blankets.    Caption on image: 229a. Juneau City Curio Shop","Tlingit Indians--Arts & crafts; Martin's Old Curiosity Shop (Juneau, Alaska); Stereographs",United States--Alaska--Juneau,photograph; image,,NA2567a,American Indians of the Pacific Northwest Images,Stereocard Collection 2 no. 58,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1438,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1438,1438,NA2567a.jpg,/loc/image/NA2567a.jpg
"Holy Cross Mission, lower Yukon River, Alaska, ca. 1911",Lomen Bros.,Lomen Bros.,,,1906/1916,ca.1911,"1908, 1909, 1910, 1911, 1912, 1913, 1914, 1915","Large field in foreground, with buildings (several multi-storied) and church in background, ca. 1908-1915.     Caption on image: Holy Cross Mission. Lomen Bros.     PH Coll 328.187",Missions--Alaska--Yukon River (Yukon and Alaska); Athapascan Indians--Spiritual life; Eskimos--Spiritual life; Holy Cross Mission (Alaska); Catholic Church--Missions,United States--Alaska--Holy Cross,photograph; image,,NA2255,American Indians of the Pacific Northwest Images,Lomen Brothers Collection. PH Coll 328.187,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1439,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1439,1439,NA2255.jpg,/loc/image/NA2255.jpg
"Puget Sound tribal members at the Railroad Jubilee barbecue, Seattle, Washington, 1883","Peiser, Theodore E.",,United States--Washington (State)--Seattle,,1883,1883,1883,"Men & women (several in aprons) watch over food cooking over fire on stakes, near a table covered with food, and a wash tub; behind barricade are gathered a large group of onlookers    Caption on mount: ""The two barbecues, one of meats by the whites, and one of clams and fish by the Indians.""    Note from unidentified source: ""Indians barbecue on University ground, Railroad Jubilee, September, 1883.    PH Coll 282.44","Group portraits--Washington (State); Indians of North America--Washington (State)--Puget Sound Region--Social life; Railroad Jubilee, 1883",United States--Washington (State)--Seattle,photograph; image,,NA1390,American Indians of the Pacific Northwest Images,Prosch Washington Views Collection. PH Coll 28    Theodore E. Peiser Photographs. PH Coll 282,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1440,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1440,1440,NA1390.jpg,/loc/image/NA1390.jpg
"Tlingit canoes pulled up on beach by camp, Yakutat, Alaska, ca. 1894","Tancred, Douglas",,,,1888/1898,ca. 1894,"1890, 1891, 1892, 1893, 1894, 1895, 1896, 1897, 1898","Tlingit encampment ca.1890-1898 seen from a distance. In foreground is water, beach with several canoes; in middleground is house, tents and fish racks.     PH Coll 514.73",Tlingit Indians--Structures; Tlingit Indians--Fishing; Indian encampments--Alaska--Yakutat; Waterfronts--Alaska--Yakutat   Canoes,United States--Alaska--Yakutat,photograph; image,,NA3136,American Indians of the Pacific Northwest Images,Douglas Tancred Photographs. PH Coll 514,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1441,Image/JPEG,StillImage,Special Collections,[148],,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1441,1441,NA3136.jpg,/loc/image/NA3136.jpg
"Tlingit grave totems and enclosures, probably between 1900 and 1910","Warner, Arthur Churchill, 1864-1943",,,,1900?/1910?,probably between 1900 and 1910,"1900, 1901, 1902, 1903, 1904, 1905, 1906, 1907, 1908 1909 1910","Photograph possibly not taken by Arthur Churchill Warner because of the dates.    Tlingit totem poles and grave sites (one with painting on side), ca.1900-1908. Man and child stand in front of totems.    PH Coll 273.671","Tlingit Indians--Arts & crafts; Wood carvings--Northwest, Pacific; Totem poles--Northwest, Pacific; Tombs & sepulchral monuments--Northwest, Pacific",Northwest Coast of North America,photograph; image,,NA3204,American Indians of the Pacific Northwest Images,Arthur Churchill Warner Collection. PH Coll 273,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1442,Image/JPEG,StillImage,Special Collections,136,,,,1/22/2003,2/27/2022,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1442,1442,NA3204.jpg,/loc/image/NA3204.jpg
"Chilkat packers and miners with supplies in street, Dyea, Alaska, ca. 1898","Warner, Arthur Churchill, 1864-1943",,,,1898?,1898?,1898,"Shows packers and miners standing outside fenced wooden building with packs, tools and dogs.    Caption on image: 324    PH Coll 273.540",Group portraits--Alaska; Chilkat     Indians--Transportation; Miners--Alaska--Dyea; Prospecting equipment & supplies,United States--Alaska--Dyea,photograph; image,,NA3207,American Indians of the Pacific Northwest Images,Arthur Churchill Warner Collection no. 273,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROT=/loc&CISOPTR=1443,Image/JPEG,StillImage,Special Collections,[2001],,,,1/22/2003,2/22/2022,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1443,1443,NA3207.jpg,/loc/image/NA3207.jpg
"Tlingit totem pole, Wrangell, Alaska, 1895","Winter, Lloyd  Pond, E. Percy",Winter & Pond,,,1895,1895,1895,"Tlingit totem pole with beaver and frog in yard of home at Wrangell, Alaska, ca. 1902-1906. Behind the pole is corner of house. Same pole in NA2173, NA2178, NA2578    Caption on image: 113. Chief Kahl-teen's totem, Fort Wrangel. Copyright 1895 by Winter & Pond    PH Coll 308.44a",Tlingit Indians--Arts & crafts; Totem poles--Alaska--Wrangell; Wrangell (Alaska),United States--Alaska--Wrangell,photograph; image,,NA2658,American Indians of the Pacific Northwest Images,Winter and Pond Collection. PH Coll 308,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1444,Image/JPEG,StillImage,Special Collections,113,,,,1/22/2003,12/16/2019,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1444,1444,NA2658.jpg,/loc/image/NA2658.jpg
"Tlingit people gather on beach for potlatch, village of Kok-Wol-Too, Alaska, 1895","Winter, Lloyd  Pond, E. Percy",Winter & Pond,,,1895,1895,1895,"Large group of men & women on beach and arriving in canoes; buildings and fish racks in background.    Caption on image: 154. Indian visitors attending potlatch at Kok-Wol-Too Village, Alaska. Copyright 1895 by Winter & Pond    PH Coll 308.34",Group portraits--Alaska; Tlingit Indians--Social life; Tlingit Indians--Spiritual life; Tlingit Indians--Clothing & dress; Tlingit Indians--Transportation; Tlingit Indians--Structures; Potlatch; Canoes--Alaska; Kok-wol too (Alaska); Villages--Alaska,United States--Alaska--Kok-wol-too,photograph; image,,NA2661,American Indians of the Pacific Northwest Images,Winter and Pond Collection. PH Coll 308,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1445,Image/JPEG,StillImage,Special Collections,154,,,,1/22/2003,12/16/2019,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1445,1445,NA2661.jpg,/loc/image/NA2661.jpg
"Tlingit totem pole topped by bird figure wearing a conical hat, Chief Shakes' home, Wrangell, Alaska, 1895","Winter, Lloyd  Pond, E. Percy",Winter & Pond,,,1895,1895,1895,"Pole stands on incline next to house; topped by bird wearing conical hat.     Caption on image: 388. Chief Shake's totem pole, Fort Wrangle, Alaska. Copyright by Winter & Pond    PH Coll 308.41",Shakes family--Homes & haunts; Tlingit Indians--Arts & crafts; Totem poles--Alaska--Wrangell; Wrangell (Alaska),United States--Alaska--Wrangell,photograph; image,,NA2674,American Indians of the Pacific Northwest Images,Winter and Pond Collection. PH Coll 308,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1446,Image/JPEG,StillImage,Special Collections,388,,,,1/22/2003,12/16/2019,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1446,1446,NA2674.jpg,/loc/image/NA2674.jpg
"Tlingit canoe in front of government buildings, Sitka, Alaska, 1914","Curtis, Asahel, 1874-1941",Asahel Curtis Photo Co.,United States--Washington (State)--Seattle,,1914,1914,1914,"Carved and painted canoe pulled up onto grass beside cannons facing the waterfront, across the road in the background are several multistoried buildings flying the American flag; merchant tents are set up on the sidewalk in front of the buildings.",Canoes--Alaska--Sitka; Tlingit Indians--Transportation; Sitka (Alaska),United States--Alaska--Sitka,Photographs,,NA2481,American Indians of the Pacific Northwest Images,Asahel Curtis Klondike-Alaska Collection no. 519,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1447,Image/JPEG,StillImage,Special Collections,29040,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1447,1447,NA2481.jpg,/loc/image/NA2481.jpg
"Tanana woman and child sit in canoe dragging fish net, Tanana River, Alaska, 1914","Curtis, Asahel, 1874-1941",Asahel Curtis Photo Co.,United States--Washington (State)--Seattle,,1914,1914,1914,"Woman sits in back of canoe, with small child in her lap,",Canoes--Alaska--Tanana River; Tanana Indians--Women; Tanana Indians--Children; Tanana Indians--Subsistence activities; Fishing--Alaska--Tanana River; Tanana River (Alaska),United States--Alaska--Tanana River,photograph; image,,NA2485,American Indians of the Pacific Northwest Images,Asahel Curtis Klondike-Alaska Collection no. 519,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1448,Image/JPEG,StillImage,Special Collections,29148,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1448,1448,NA2485.jpg,/loc/image/NA2485.jpg
